Air temperature (C),Relative humidity (%),Air velocity (m/s),Radiant temperature (C),Clo,Met,Thermal comfort
21.7,41.7,0.15,22.5,0.47,1.56,3
24.2,62.2,0.07,24.6,0.46,1.2,5.0
24.7,61.6,0.24,25.1,0.49,1.0,6.0
20.7,36.2,0.07,20.9,1.97,0.8,5.0
20.9,63.1,0.18,21.2,0.66,1.2,3.0
28.3,61.5,0.11,29.9,0.34,1.6,2.0
21.5,44.0,0.13,22.1,0.63,1.0,5.0
25.8,56.0,0.18,26.1,0.33,0.99,3
22.7,39.9,0.1,23.4,1.09,1.0,5
22.3,53.0,0.1,22.7,0.53,1.29,5
20.3,39.0,0.08,21.7,1.16,1.0,5.0
28.7,73.1,1.48,29.8,0.22,0.8,5.0
22.6,73.9,0.17,23.5,0.48,1.0,5.0
29.2,67.1,0.8,25.9,0.46,1.1,5.0
29.6,75.8,0.49,30.5,0.32,1.2,5.0
22.8,22.2,0.04,22.4,0.7,1.2,5.0
23.0,39.5,0.1,22.1,0.4,1.4,3.0
25.6,48.2,0.15,24.0,1.4,1.0,5.0
23.9,50.8,0.16,23.9,0.59,1.0,3.0
22.2,38.3,0.16,22.2,1.06,1.38,5
26.6,32.3,0.34,28.7,1.29,1.0,2.0
23.2,57.0,0.18,23.8,0.32,0.99,6
23.7,51.0,0.08,23.2,0.4,1.2,4.0
28.4,78.4,0.23,29.5,0.12,1.6,2.0
21.5,50.2,0.16,27.2,0.63,1.1,5.0
22.9,50.0,0.1,23.1,0.38,1.14,5
23.1,59.6,0.09,23.1,0.91,1.2,3.0
24.2,33.0,0.15,22.5,1.01,1.1,2.0
23.3,29.5,0.2,21.6,0.52,1.1,5.0
25.2,53.9,0.1,26.1,0.36,1.0,5.0
20.8,73.5,0.06,21.7,0.84,0.8,5.0
20.7,30.4,0.06,20.9,1.25,1.2,3
25.0,60.0,0.11,25.4,0.44,1.49,5
23.1,59.6,0.08,23.7,0.56,1.4,3.0
22.1,27.7,0.06,22.4,0.9,1.2,4
18.9,59.5,0.0,19.4,0.76,1.2,3.0
23.3,42.6,0.33,23.5,0.56,1.2,3
21.7,39.2,0.1,21.0,0.7,1.1,2.0
27.4,43.1,0.29,25.2,0.51,1.1,2.0
24.2,25.3,0.28,21.1,0.96,1.1,2.0
25.3,39.8,0.34,24.3,0.69,1.1,2.0
25.3,59.0,0.52,27.0,0.38,1.72,5
20.0,50.0,0.3,20.8,0.67,1.1,2.0
25.2,37.8,0.28,25.6,0.61,1.2,2
30.0,67.3,0.68,27.7,0.67,1.1,5.0
20.7,56.7,0.03,21.2,0.85,1.2,5.0
26.9,49.0,0.51,28.2,0.4,1.2,2.0
24.0,64.0,0.14,24.2,0.7,1.39,5
24.8,62.0,0.19,25.1,0.75,1.09,3.0
14.4,40.1,0.06,14.5,0.5,1.2,3.0
24.1,39.9,0.08,23.2,0.6,1.0,6.0
25.7,42.1,0.01,27.8,0.31,1.2,3.0
23.0,49.4,0.16,23.3,0.7,1.36,5
23.4,55.8,0.1,23.8,0.56,1.4,5.0
23.9,65.9,0.12,24.1,0.31,1.0,1.0
22.6,51.6,0.1,23.2,0.66,1.0,3
23.4,43.4,0.02,23.4,0.77,1.0,5
21.0,45.4,0.12,21.6,1.19,1.4,5
30.4,66.1,0.52,31.4,0.16,1.2,5.0
23.4,65.0,0.23,24.3,0.33,1.39,5
21.8,64.3,0.11,20.1,0.95,1.1,2.0
23.1,56.0,0.13,23.5,0.37,1.19,5
24.1,69.6,0.12,22.8,0.46,1.1,5.0
23.5,10.8,0.07,22.3,1.1,1.4,5.0
23.4,57.8,0.1,22.8,0.5,1.2,5.0
23.7,43.8,0.17,24.9,0.76,1.0,5.0
21.6,30.4,0.06,21.7,0.37,1.0,5
22.6,28.1,0.06,23.1,0.66,1.2,5
23.8,61.8,0.53,25.4,0.56,1.36,4
23.0,52.0,0.1,23.4,0.5,1.14,4
22.6,37.6,0.13,22.8,0.71,1.35,5
23.2,45.0,0.1,23.4,0.56,1.24,5
22.2,51.6,0.04,22.0,0.93,1.4,5
23.4,49.2,0.11,23.7,0.31,1.0,6
23.2,37.9,0.04,23.4,0.87,1.2,5
23.3,13.8,0.1,22.8,0.4,1.2,5.0
24.2,40.7,0.16,24.5,0.44,1.24,5
22.6,32.3,0.01,22.6,0.33,1.4,6
20.4,56.4,0.22,21.3,0.55,1.0,5.0
21.2,47.8,0.18,21.6,0.69,1.2,5
23.3,52.3,0.06,23.4,0.52,1.4,3.0
19.7,61.1,0.02,19.9,0.46,1.2,5.0
22.9,44.2,0.1,22.3,1.0,1.1,4.0
21.9,29.7,0.07,22.0,0.62,1.0,5
23.8,43.1,0.15,24.5,0.66,1.42,6
21.5,46.2,0.01,21.7,0.92,1.0,3
21.2,37.3,0.02,21.2,0.96,1.2,6
27.7,51.1,0.19,26.2,0.71,1.1,2.0
22.3,23.3,0.06,21.2,0.7,1.3,5.0
24.4,35.2,0.12,25.5,0.62,1.0,2
22.4,44.8,0.13,23.1,0.53,1.0,6
29.4,51.2,0.54,29.9,0.5,1.6,5.0
22.9,42.8,0.06,23.1,0.73,1.2,5
22.0,52.0,0.11,22.3,0.35,1.61,5
11.6,27.3,0.13,10.3,1.48,1.1,5.0
23.2,48.0,0.12,23.7,0.31,1.49,5
31.6,41.4,0.28,32.0,0.31,1.2,3.0
22.3,41.3,0.1,22.5,0.53,1.48,3
28.7,75.4,0.42,30.3,0.51,1.2,3.0
15.6,52.8,0.11,16.2,1.38,1.2,5.0
21.1,29.3,0.25,22.2,0.99,1.2,5.0
28.7,57.3,0.5,29.1,0.84,1.2,5.0
29.2,75.8,0.16,30.1,0.38,1.2,5.0
23.3,51.6,0.09,23.7,0.62,1.12,5
25.1,37.0,0.1,24.7,0.51,2.62,2.0
26.0,58.7,0.23,25.5,0.46,1.1,3.0
19.8,44.3,0.2,20.7,0.93,1.12,5
21.7,62.2,0.09,21.2,1.3,1.4,6.0
22.8,59.9,0.06,23.1,0.56,1.0,5.0
22.7,68.3,0.05,23.1,0.32,1.0,4.0
24.0,41.0,0.1,24.2,0.74,1.54,4
25.0,58.0,0.1,25.4,0.27,1.34,5
23.2,37.1,0.15,23.1,0.47,1.2,5
27.7,41.3,0.09,27.6,1.4,1.0,5.0
22.6,69.7,0.08,22.9,0.82,1.0,4.0
22.3,24.9,0.05,22.5,0.59,1.2,6
26.6,44.4,0.2,24.6,0.59,1.1,5.0
23.6,40.5,0.04,23.7,0.73,1.0,5
21.3,44.1,0.18,21.8,0.67,1.27,6
29.7,56.2,0.09,31.2,0.47,1.6,2.0
24.5,49.1,0.08,24.3,0.46,1.2,6.0
27.2,84.4,0.06,28.2,0.33,1.2,3.0
22.7,56.8,0.08,22.9,0.46,1.0,3.0
27.7,41.3,0.2,27.6,1.58,0.8,5.0
28.7,55.4,0.6,30.4,0.33,1.2,5.0
23.9,61.5,0.16,24.0,0.51,1.4,6.0
22.2,44.1,0.02,22.6,1.09,1.0,3
21.4,63.3,0.17,21.4,0.6,1.0,5.0
22.2,41.0,0.19,22.5,1.3,1.1,6.0
22.8,42.4,0.17,23.2,0.67,1.2,5
22.4,67.4,0.05,22.7,0.38,1.0,5.0
22.8,11.7,0.09,22.4,0.7,1.0,5.0
27.8,81.9,0.35,28.3,0.33,1.2,5.0
23.3,59.9,0.04,23.6,0.86,1.2,4.0
23.7,41.0,0.02,23.8,0.76,1.16,2.0
21.4,43.3,0.23,22.6,0.89,1.2,5.0
22.5,32.1,0.16,23.7,0.48,1.0,5
20.7,42.8,0.08,20.7,0.95,1.07,5
21.3,69.4,0.27,22.4,0.51,1.22,5
30.1,43.0,0.15,29.7,0.71,1.1,3.0
25.0,60.0,0.19,25.5,0.43,0.99,5
24.7,31.4,0.21,25.4,0.45,1.2,1
21.0,30.7,0.01,19.7,1.48,1.0,5.0
27.0,74.2,0.1,27.7,0.46,0.8,3.0
21.5,40.5,0.07,22.5,1.09,1.0,5.0
26.9,45.2,0.02,27.8,0.67,1.1,2.0
22.4,54.7,0.1,23.2,0.57,1.0,5.0
24.3,40.3,0.23,25.2,0.58,1.03,4
23.1,36.5,0.12,23.9,0.33,1.36,5
21.6,41.3,0.11,22.0,0.69,1.72,3
23.4,43.0,0.13,23.6,0.47,1.59,5
23.9,31.0,0.18,24.7,0.45,1.42,5
23.3,45.0,0.1,23.4,0.62,1.0,4.0
21.0,65.1,0.13,19.4,1.0,1.1,2.0
23.3,71.7,0.37,24.7,0.44,1.6,3.0
22.9,34.4,0.07,21.9,0.8,1.0,3.0
22.6,32.5,0.09,22.8,0.71,1.0,5
21.9,30.1,0.03,22.3,0.46,1.4,6
31.1,56.3,0.52,31.6,0.41,1.2,3.0
23.9,64.0,0.16,24.1,0.32,1.59,6
21.4,42.4,0.27,22.8,0.52,1.2,4
21.7,29.5,0.12,22.3,0.46,1.2,5.0
28.7,55.4,0.6,30.4,0.33,1.2,5.0
24.2,43.4,0.13,24.5,0.68,1.63,5
23.9,28.7,0.18,22.5,0.73,1.1,2.0
21.2,29.4,0.21,21.7,0.64,1.2,3.0
24.3,64.6,0.06,24.6,0.76,1.0,5.0
31.0,58.6,0.29,32.7,0.31,1.2,5.0
19.7,59.7,0.1,20.4,0.88,1.0,3.0
18.1,39.7,0.1,22.9,0.51,1.1,5.0
25.5,58.5,0.13,25.7,0.5,1.2,2
27.7,43.7,0.15,26.0,0.46,1.1,5.0
22.2,29.0,0.05,22.3,0.77,1.02,5.0
30.7,57.3,0.44,32.3,0.4,1.6,3.0
23.1,42.6,0.07,22.7,0.5,1.0,4.0
23.5,65.9,0.13,24.1,0.48,1.0,5
22.7,19.8,0.07,21.3,0.8,1.0,4.0
23.4,46.6,0.04,23.5,0.61,1.2,5
28.7,55.4,0.6,30.4,0.4,1.2,5.0
21.7,64.0,0.15,19.7,1.11,1.0,2.0
22.0,62.8,0.14,22.4,0.37,1.2,5.0
21.1,47.2,0.06,21.4,0.63,1.0,5
24.8,42.8,0.11,25.1,0.46,1.1,2.0
22.7,43.7,0.09,22.2,0.7,1.3,5.0
22.7,47.7,0.14,22.5,0.7,1.1,5.0
24.0,53.4,0.04,24.0,0.44,1.0,6.0
23.2,11.9,0.08,22.3,0.6,1.1,4.0
18.9,59.5,0.0,19.4,0.61,1.2,5.0
22.9,38.8,0.16,23.2,0.5,1.4,5
20.6,32.5,0.06,21.1,0.57,1.2,4
21.9,60.0,0.1,22.2,0.85,1.14,5
22.4,47.9,0.06,22.8,0.48,1.0,6
19.7,36.7,0.14,19.1,1.2,1.0,2.0
19.8,61.0,0.04,20.4,0.46,1.2,5.0
25.2,59.0,0.11,25.5,0.52,1.64,3
22.8,67.0,0.01,22.9,0.76,1.2,6.0
29.2,67.2,0.73,27.1,0.67,1.1,2.0
20.3,37.0,0.2,20.2,0.73,1.2,3.0
27.9,58.2,0.05,28.1,1.32,1.2,5.0
22.6,44.3,0.14,22.9,0.83,1.03,5
32.1,55.2,0.57,32.6,0.33,1.2,5.0
29.9,77.8,0.43,30.9,0.33,1.2,3.0
23.3,45.3,0.1,23.6,0.53,1.2,4
24.7,55.1,0.1,25.6,0.47,1.2,3.0
22.5,37.4,0.09,22.9,0.64,1.0,6
21.1,56.3,0.32,21.8,0.69,1.42,5
21.0,30.7,0.01,19.7,1.57,1.1,2.0
25.3,74.6,0.13,26.0,0.84,1.2,5.0
23.2,60.0,0.13,23.1,0.34,1.04,5
29.2,54.1,0.74,29.5,0.14,0.8,5.0
22.7,47.6,0.19,23.6,0.38,1.1,6
24.4,62.0,0.07,24.6,0.54,1.2,4
23.6,44.6,0.18,24.0,0.5,1.25,4
27.0,75.1,0.13,27.8,0.33,1.2,5.0
22.6,58.8,0.22,23.5,0.29,1.25,6
26.1,46.4,0.31,25.7,0.46,1.1,2.0
23.2,35.0,0.08,23.5,0.98,1.2,3
20.0,70.5,0.07,20.6,0.67,1.2,3.0
32.0,61.9,0.18,33.5,0.29,1.2,3.0
27.5,49.6,0.51,28.2,0.92,1.2,3.0
23.3,56.1,0.09,23.4,0.68,1.0,4
22.0,44.4,0.17,22.7,0.7,1.2,3
23.3,14.6,0.1,23.0,1.1,1.2,5.0
17.2,73.9,0.1,17.4,1.29,1.2,2.0
22.0,23.5,0.11,22.3,0.55,1.0,4
30.3,28.9,0.13,28.8,0.41,1.1,2.0
21.1,56.8,0.02,21.7,1.26,1.0,3
23.6,42.1,0.28,23.8,0.37,1.55,5
23.9,55.7,0.06,24.1,0.85,1.4,4.0
25.8,45.3,0.15,26.8,0.46,1.1,2.0
22.7,49.0,0.12,23.1,0.62,1.14,6
23.4,59.7,0.07,23.4,0.98,1.0,5.0
22.1,54.8,0.04,22.4,0.53,1.4,5.0
22.6,29.2,0.05,23.0,0.75,1.0,5
24.2,54.0,0.11,24.3,0.46,0.99,5
21.5,39.0,0.31,22.9,0.97,1.2,5.0
24.2,33.0,0.2,22.8,0.96,1.1,2.0
19.8,43.6,0.06,20.3,0.55,1.42,6
24.4,29.6,0.17,22.3,0.96,1.1,2.0
23.8,27.2,0.04,24.1,0.71,1.0,6
22.9,41.3,0.03,23.4,0.5,1.2,3
23.6,42.1,0.04,23.9,0.77,1.0,5
23.3,58.5,0.09,23.8,0.56,1.6,3.0
22.0,68.8,0.03,22.2,0.62,1.4,5.0
23.2,67.7,0.05,23.3,0.75,1.2,5.0
24.1,43.4,0.1,23.6,0.5,1.0,5.0
24.0,38.0,0.04,24.1,0.93,1.22,3.0
22.6,45.2,0.03,22.9,0.53,1.2,6
23.3,64.0,0.16,24.5,0.68,1.11,3.0
22.1,56.6,0.14,23.0,0.71,1.2,3.0
24.8,38.0,0.12,24.8,0.48,1.37,5
23.0,22.9,0.07,22.0,1.2,1.4,6.0
27.7,40.9,0.24,26.1,0.71,1.1,5.0
23.3,27.0,0.05,22.7,0.74,1.0,5
18.2,39.4,0.14,16.6,1.02,1.1,2.0
24.2,52.3,0.07,23.4,0.4,1.1,5.0
23.0,55.4,0.06,23.3,0.87,1.2,3.0
23.3,40.6,0.11,23.6,0.71,1.2,3
23.6,31.8,0.17,24.5,0.41,1.72,6
27.5,67.3,0.11,26.8,0.67,1.1,2.0
23.0,58.0,0.12,23.3,0.61,1.2,6.0
25.1,24.8,0.02,25.4,0.72,1.2,5
29.8,73.7,0.47,31.2,0.33,1.2,3.0
23.1,41.9,0.16,23.0,0.65,1.17,5
19.7,42.7,0.06,20.5,0.49,2.0,3.0
20.7,55.5,0.13,21.1,1.33,1.2,3.0
19.7,43.9,0.06,20.4,0.8,1.12,5
23.7,45.0,0.11,23.9,0.65,1.49,2
23.9,37.5,0.09,23.9,0.78,1.4,3
22.3,53.1,0.07,22.4,0.48,1.0,5.0
24.2,38.7,0.15,24.4,0.51,1.03,3
21.8,54.8,0.06,22.5,0.69,1.0,5.0
23.0,51.7,0.08,23.4,0.66,1.0,3
26.4,53.1,0.16,25.0,0.46,1.1,2.0
23.3,13.5,0.07,22.5,1.0,1.5,5.0
24.1,66.0,0.06,24.4,0.82,1.0,6.0
26.4,73.2,0.13,27.9,0.4,1.2,5.0
23.6,22.1,0.05,23.7,0.46,1.4,4
22.0,66.4,0.17,22.0,0.86,1.0,3.0
18.9,41.9,0.1,19.2,1.32,1.2,5.0
24.1,42.0,0.1,24.1,0.44,1.79,5
22.8,67.0,0.14,23.1,0.59,1.19,5
24.4,53.3,0.07,23.7,0.4,1.3,3.0
23.8,49.0,0.19,24.3,0.29,0.99,6
23.4,45.0,0.17,23.6,0.33,2.58,6
20.7,60.8,0.01,20.9,0.83,1.2,6.0
22.7,50.0,0.12,22.9,0.6,1.59,2
20.4,35.3,0.24,19.7,1.3,1.0,2.0
24.3,65.2,0.28,24.8,0.33,1.2,3.0
24.0,46.0,0.15,21.3,1.2,1.1,2.0
23.6,37.0,0.09,21.9,0.96,1.1,2.0
22.9,40.3,0.06,22.9,0.69,1.0,5
23.3,42.0,0.03,24.2,0.72,1.61,3.0
21.5,46.3,0.01,22.0,0.46,1.0,5
22.6,30.2,0.02,22.8,0.77,1.0,5
23.9,49.0,0.14,24.3,0.46,1.49,6
25.8,60.8,0.25,23.2,0.64,1.2,2.0
26.6,57.3,0.01,26.9,1.52,1.2,5.0
22.2,42.4,0.09,22.2,1.33,1.56,5
21.6,57.2,0.13,22.1,0.46,1.12,2
24.5,30.4,0.07,25.1,0.5,1.2,5.0
25.0,42.3,0.24,23.6,0.93,1.1,2.0
27.3,67.8,0.08,26.2,0.67,1.1,1.0
22.5,51.5,0.1,22.6,0.69,1.37,5
24.0,47.0,0.14,24.4,0.52,0.99,6
28.7,78.9,0.69,30.4,0.29,1.2,3.0
24.9,32.0,0.06,24.9,0.33,1.69,4
21.5,35.0,0.05,21.9,0.9,1.0,5
26.5,74.4,0.29,27.9,0.1,1.2,3.0
22.0,41.9,0.1,22.4,0.74,1.27,5
22.6,42.2,0.14,22.9,0.86,1.2,6
22.4,64.5,0.09,22.8,0.76,1.0,3.0
19.8,45.7,0.13,20.0,0.48,1.25,3
21.9,65.7,0.23,21.9,0.36,1.0,4.0
23.1,28.6,0.13,23.6,0.6,1.2,6
22.8,43.7,0.11,22.8,0.48,1.12,2
22.2,42.6,0.09,22.4,0.53,1.0,3.0
25.7,40.8,0.15,23.8,0.7,1.1,2.0
23.4,38.1,0.07,23.7,0.73,1.0,6
18.6,31.5,0.25,15.7,1.71,1.1,2.0
21.7,52.2,0.12,21.7,0.9,1.0,2.0
26.8,47.4,0.23,24.3,0.58,1.1,2.0
22.5,27.4,0.08,22.8,0.33,1.4,6
23.9,67.0,0.11,24.1,0.53,1.14,5
27.1,43.1,0.15,27.6,0.46,1.1,2.0
26.2,73.0,0.21,27.9,0.49,1.2,3.0
22.0,56.3,0.18,21.0,0.67,1.1,5.0
29.9,60.3,0.39,30.8,0.4,1.2,5.0
23.7,25.0,0.13,23.2,0.7,1.0,6.0
21.4,38.7,0.12,21.5,0.55,1.07,5
23.3,56.0,0.1,23.8,0.38,1.39,5
22.1,43.4,0.02,22.6,0.55,1.2,6
22.7,41.9,0.1,22.4,0.9,1.3,6.0
25.8,33.1,0.09,25.7,0.5,1.2,1.0
29.9,68.8,0.18,29.5,0.46,1.1,2.0
22.9,25.5,0.09,23.2,0.79,1.2,5.0
24.6,56.1,0.06,24.6,0.62,1.0,3
21.2,40.4,0.07,21.3,1.06,1.27,5
22.5,25.5,0.04,22.9,0.49,1.2,3
22.6,21.4,0.06,21.4,1.4,1.1,4.0
23.6,38.2,0.13,23.8,0.31,1.38,6
28.6,73.4,0.5,29.3,0.83,1.2,2.0
22.2,26.7,0.15,20.0,0.78,1.0,5.0
24.1,55.8,0.2,24.6,0.31,1.2,5.0
21.4,43.8,0.18,21.9,0.53,1.0,6
13.5,51.5,0.06,13.9,0.47,1.2,3.0
21.9,49.0,0.11,22.1,0.33,1.74,5
22.8,49.8,0.27,24.9,0.46,1.1,2.0
27.8,63.3,0.42,28.2,0.49,1.2,3.0
29.7,67.7,0.14,30.1,0.33,1.2,3.0
24.0,45.9,0.05,24.2,0.62,1.2,5
15.0,35.8,0.12,15.8,1.3,1.6,3.0
22.8,44.4,0.1,23.3,0.34,1.0,3
23.1,50.0,0.11,23.7,0.48,1.59,6
23.8,29.9,0.25,24.2,0.37,1.27,5
21.9,41.3,0.08,22.2,0.77,1.0,5
31.1,55.7,0.48,31.8,0.49,1.2,3.0
22.4,24.4,0.09,22.4,0.9,1.0,3
24.0,35.3,0.11,22.8,1.21,1.1,2.0
20.8,69.9,0.16,18.9,1.05,1.1,5.0
21.0,44.0,0.06,21.0,0.53,1.6,5.0
22.8,41.0,0.12,23.3,0.34,1.19,4
21.4,41.6,0.05,21.9,1.06,1.0,5.0
23.6,38.0,0.06,23.5,0.59,1.0,2
20.8,73.5,0.06,21.7,0.32,1.2,3.0
26.2,46.3,0.02,27.2,0.46,1.1,2.0
26.0,58.7,0.23,25.5,0.64,1.1,2.0
22.2,21.9,0.07,22.3,0.39,1.0,6
19.4,42.3,0.03,19.5,0.68,1.0,4
19.7,37.2,0.08,19.8,0.56,1.6,5.0
23.3,38.0,0.22,23.6,0.74,1.22,4.0
24.8,59.0,0.12,25.0,0.53,1.37,3
23.1,61.7,0.09,23.5,0.92,1.0,3.0
24.2,26.3,0.44,24.6,0.96,1.0,2
23.1,59.8,0.21,21.8,0.46,1.1,2.0
21.3,33.5,0.07,21.2,1.53,1.0,3
13.5,37.8,0.23,13.6,1.35,1.2,3.0
24.7,53.5,0.11,24.4,0.3,1.4,6.0
22.0,42.3,0.18,22.6,0.95,1.1,4
22.8,42.2,0.08,22.8,0.68,1.0,5.0
23.7,45.0,0.1,23.9,0.84,1.14,5
21.9,54.1,0.0,22.2,0.91,0.8,5.0
28.8,63.4,0.57,31.6,0.06,1.2,5.0
29.3,77.3,0.35,30.2,0.5,1.2,5.0
19.4,43.1,0.07,19.7,0.96,1.6,5.0
24.3,42.0,0.23,24.8,0.57,1.03,6
24.3,19.0,0.08,23.5,0.9,1.2,6.0
18.8,42.2,0.06,20.5,0.85,1.0,5.0
29.5,74.9,0.43,30.4,0.29,1.2,3.0
25.2,37.2,0.08,24.5,0.5,1.1,6.0
24.1,21.0,0.26,24.5,0.93,1.26,6.0
21.8,53.5,0.2,22.6,0.52,1.03,5
24.1,55.8,0.2,24.6,0.4,1.2,5.0
22.3,39.7,0.07,22.6,0.84,1.0,5
25.4,32.6,0.1,25.1,0.4,1.3,3.0
22.4,68.0,0.17,22.7,0.62,1.4,3
22.0,38.0,0.34,19.9,0.64,1.1,5.0
25.1,32.4,0.07,23.5,0.95,1.1,5.0
23.6,37.5,0.06,23.8,0.76,1.0,6
27.1,74.8,0.39,28.1,0.21,1.2,5.0
21.7,66.4,0.12,21.7,0.45,1.0,4.0
30.6,66.0,0.45,31.3,0.21,1.2,5.0
21.7,64.0,0.15,19.7,1.06,1.0,5.0
23.5,50.0,0.01,23.3,0.76,1.11,6.0
19.7,40.7,0.08,19.8,0.62,1.2,5.0
20.8,27.3,0.14,19.9,1.02,1.1,5.0
23.7,48.5,0.16,23.7,0.72,1.42,5
23.6,40.5,0.06,23.0,0.6,1.2,5.0
23.6,32.1,0.17,24.4,0.54,1.24,6
21.5,57.8,0.26,22.9,0.86,1.0,5.0
24.2,33.0,0.2,22.8,0.7,1.1,5.0
30.8,68.7,0.16,31.3,0.24,1.2,5.0
22.2,56.0,0.04,22.5,0.86,1.0,4.0
21.5,39.1,0.16,22.1,0.6,1.2,2
27.5,49.6,0.51,28.2,0.41,1.2,5.0
26.9,50.2,0.34,25.2,0.46,1.2,5.0
21.5,37.9,0.08,21.4,0.88,1.0,3
22.2,49.4,0.07,22.4,0.53,1.4,4
23.7,35.4,0.02,24.4,0.33,1.2,5.0
24.1,64.0,0.16,24.2,0.25,1.24,5
24.3,47.3,0.05,24.2,0.89,1.2,2.0
22.0,41.0,0.05,22.5,0.76,1.0,4
22.7,51.8,0.18,23.9,0.35,1.0,5.0
22.5,52.4,0.15,22.6,0.56,1.54,6
23.3,34.6,0.1,23.4,0.97,1.18,5
23.4,33.6,0.09,23.6,0.64,1.2,6
24.8,57.0,0.1,25.2,0.47,0.99,4
21.0,41.4,0.07,21.5,0.87,1.36,5
25.2,57.3,0.11,25.5,0.69,1.2,2.0
23.3,58.0,0.1,23.1,0.9,1.6,3.0
25.3,59.0,0.13,25.7,0.63,1.69,4
24.1,38.0,0.09,24.1,0.65,1.0,6
24.3,49.3,0.07,24.6,0.61,1.0,3
25.3,73.4,0.13,26.0,0.37,1.2,3.0
22.1,49.0,0.09,22.1,0.77,1.2,6
24.7,38.0,0.1,24.8,0.27,1.24,3
23.5,41.0,0.14,22.3,1.2,1.1,2.0
22.9,32.1,0.08,23.2,0.9,1.4,5
25.4,79.1,0.2,26.7,0.14,1.2,5.0
20.9,31.1,0.04,21.1,0.45,1.2,5
23.5,27.2,0.03,23.9,0.69,1.0,4
16.0,66.6,0.68,18.1,0.95,1.6,3
21.9,67.0,0.13,22.0,0.45,1.99,5
24.3,25.7,0.08,24.6,0.62,1.0,3
24.5,42.1,0.14,25.0,0.46,1.27,5
13.8,36.7,0.12,14.4,1.24,1.6,2.0
25.1,46.3,0.29,24.1,0.71,1.1,2.0
24.7,37.1,0.06,23.7,1.3,1.0,5.0
23.1,44.9,0.2,23.9,0.43,1.2,5
24.0,27.1,0.05,24.2,0.7,1.4,4
24.3,40.8,0.29,24.4,0.51,1.37,6
27.3,68.3,0.1,26.4,0.67,1.1,2.0
23.2,35.0,0.11,21.7,1.14,1.1,2.0
19.9,36.2,0.23,20.9,0.38,1.55,5
25.4,46.2,0.32,25.5,0.64,1.1,1.0
24.2,53.6,0.4,24.4,0.37,1.42,6
24.5,20.3,0.05,24.5,0.64,1.0,5
24.5,53.0,0.12,24.8,0.54,1.41,1.0
25.5,58.0,0.1,25.9,0.36,0.99,5
27.5,49.6,0.51,28.2,0.31,1.2,5.0
22.8,23.6,0.09,23.2,0.37,1.2,4
23.1,36.7,0.27,23.3,0.45,1.72,6
28.7,61.5,0.0,29.0,0.29,0.8,1.0
23.8,45.0,0.12,23.9,0.65,1.59,6
21.4,43.3,0.23,22.6,0.54,1.6,3.0
23.7,38.1,0.06,24.2,0.46,1.2,5.0
29.4,59.2,0.62,32.3,0.49,1.2,5.0
24.3,41.0,0.1,24.5,0.84,1.04,5
21.1,36.8,0.1,21.3,0.83,1.2,3
23.6,42.4,0.16,24.7,0.46,1.1,2.0
22.1,34.4,0.08,22.6,0.49,1.4,4
22.0,47.1,0.04,22.2,0.49,1.0,6
21.4,35.3,0.05,21.6,0.57,1.2,4
17.6,59.8,0.1,18.1,0.71,1.2,5.0
23.8,29.7,0.06,24.3,0.54,1.0,5
23.8,30.9,0.09,23.1,1.21,1.0,2.0
23.4,54.0,0.04,23.6,0.62,1.2,2.0
25.2,43.2,0.18,23.9,0.41,1.1,5.0
23.1,38.3,0.08,23.2,0.82,1.0,5
29.0,75.4,0.11,29.4,0.1,1.2,3.0
22.9,50.0,0.22,23.1,0.6,1.42,6
24.4,60.0,0.3,24.6,0.6,1.0,6.0
21.6,45.6,0.14,21.6,0.68,1.0,5
22.0,56.3,0.18,21.0,0.46,1.1,5.0
25.2,83.0,0.0,25.4,0.33,1.6,5.0
22.1,53.4,0.16,22.2,0.69,1.12,6
22.6,65.0,0.05,22.6,1.07,1.2,5.0
18.8,42.9,0.14,19.4,0.46,1.1,3.0
27.2,42.6,0.26,26.2,0.67,1.2,5.0
23.1,50.1,0.11,23.2,0.46,1.24,3
22.6,34.0,0.13,21.9,1.02,1.02,3.0
23.4,47.0,0.15,23.3,0.65,1.59,6
28.2,60.9,0.5,28.6,0.35,1.2,3.0
31.0,58.6,0.29,32.7,0.24,1.2,2.0
23.4,69.0,0.18,23.4,0.77,1.04,5
24.6,29.3,0.06,23.7,0.7,1.1,2.0
25.0,63.3,0.2,25.8,0.71,1.0,5.0
20.0,55.6,0.08,21.2,0.44,1.2,5.0
23.0,53.0,0.12,22.9,0.83,1.24,5
23.0,19.3,0.05,21.7,0.8,1.2,5.0
24.8,41.6,0.43,24.2,0.54,1.12,4
26.9,84.5,0.11,27.2,0.31,1.2,5.0
23.4,51.0,0.1,23.7,0.57,0.99,5
24.2,34.7,0.22,24.1,0.44,1.6,6
24.7,40.8,0.09,25.2,0.45,1.6,5
23.0,46.0,0.1,23.2,0.52,1.26,5
30.4,71.4,0.53,30.9,0.17,1.2,3.0
24.2,45.3,0.05,24.3,0.76,1.0,5
21.7,46.7,0.15,21.9,0.61,1.12,5
23.5,36.3,0.16,22.9,0.5,1.5,6.0
23.8,67.5,0.06,23.9,0.5,1.2,6.0
22.1,53.0,0.21,21.9,0.36,1.24,2
28.7,73.5,0.47,29.3,0.4,1.2,3.0
